ID,name
Q11573099,royalty
Q115776168,list of Indian films of 2023
Q115804772,Dream Scenario
Q115918004,2023 NFL season
Q116,monarch
Q116003774,PDC World Darts Championship 2024
Q116025865,Past Lives
Q116233217,2024 NHL Winter Classic
Q11637,Judy Garland
Q116536092,Leo
Q116675252,The Family Plan
Q11668,Nikki Haley
Q116760773,Top 10 box office hits of 2023 in Switzerland
Q116780519,New World Encyclopedia
Q116786312,Megan Moroney
Q11696,President of the United States
Q117,Ghana
Q117005456,Fool Me Once
Q117014906,Mean Girls
Q117037697,Anatomy of a Fall
Q117210104,Thanksgiving
Q117323743,Trolls Band Together
Q117457809,Migration
Q118105408,Tyla
Q118405167,Anyone but You
Q118611683,Welcome to Samdalri
Q11881,John Tyler
Q11885031,The Hunger Games
Q11895763,music composing
Q11930,Kevin Costner
Q11934,Mickey Mouse
Q119798,Michael Douglas
Q119853700,Natalia Grace
Q11998,Kylie Minogue
Q12003,Cher
Q1203,John Lennon
Q1203191,Arbaaz Khan
Q120597752,Chandramukhi 2
Q120721044,My Demon
Q121145295,Death's Game
Q121359767,Great Immigrants Award
Q121360018,Kaatera
Q12138,Gregorian calendar
Q121435074,My Happy Ending
Q12152,myocardial infarction
Q1215884,National Football League
Q121755886,Kho Gaye Hum Kahan
Q1218,Jerusalem
Q12192,pneumonia
Q12192290,Knight Grand Cross of the Royal Victorian Order
Q122003,Julio Iglesias
Q12201477,Commander of the Order of the British Empire
Q12202,stroke
Q122234845,Professional Women’s Hockey League
Q122341144,Dunki
Q1226593,Dinner for One
Q122802908,Chiththa
Q122899426,Blue Eye Samurai
Q122921080,The Greatest of All Time
Q122921105,12th Fail
Q123169099,Hi Nanna
Q123181328,Marry My Husband
Q123252214,Amrit Bharat Express
Q123267372,Mangalavaaram
Q123334899,Three of Us
Q123499101,Annapoorani
Q123604433,Parking
Q12362622,philanthropist
Q123690397,Mr Bates vs The Post Office
Q123737,Emmy Award
Q123870,Paul Jones
Q123885,Royal Society
Q1239,Indian Ocean
Q123973477,Curry & Cyanide: The Jolly Joseph Case
Q124020336,2023 Plateau State massacres
Q124057379,United Football League
Q124058909,Abdication of Margrethe II
Q1241987,Donnie Van Zant
Q1246,Kosovo
Q12495,Burj Khalifa
Q125121,Aretha Franklin
Q125544895,AEW Worlds End
Q12560,Ottoman Empire
Q1258647,Saturn Award for Best Supporting Actor
Q1259362,Saturn Award for the Best Actor
Q1260789,Screen Actors Guild Award for Outstanding Performance by a Male Actor in a Supporting Role
Q126399,Warner Bros.
Q127856,Beverly Hills
Q128121,Mick Jagger
Q128309,drum kit
Q128518,Gladiator
Q1297,Chicago
Q1298934,synth-pop
Q1299,The Beatles
Q130232,drama film
Q130311,George Michael
Q130754,2004 Indian Ocean earthpene
Q131036,Scientology
Q131120,Anna Kournikova
Q131272,soul music
Q131281,Ishikawa Prefecture
Q131285,John Williams
Q131359,professional wrestling
Q131471,darts
Q131520,Academy Award for Best Cinematography
Q131524,entrepreneur
Q131772,Chinese New Year
Q131814,Tina Turner
Q1319437,Michael van Gerwen
Q13196750,left
Q132001,Epiphany
Q1321,Spanish
Q13217306,Lily James
Q132311,fantasy
Q13235160,manufacturer
Q132537,Robert Oppenheimer
Q132952,Adam Sandler
Q1329615,UIP-Dunafilm
Q132971,dyslexia
Q1329931,Rhett Akins
Q1331130,Royal Order of the Seraphim
Q133163,percussion instrument
Q13371,Harvard University
Q13377517,Knight Grand Cross with Collar of the Order of Saint Olav‎
Q13417189,Interstellar
Q134233,Jonas Brothers
Q13426199,Republic of China
Q13452524,Officer of Arts and Letters
Q13452528,Chevalier des Arts et des Lettres
Q13452531,Commandeur des Arts et des Lettres‎
Q13474373,professional wrestler
Q135288,Microsoft Store
Q1354960,Mohamed Salah
Q1356213,Mission: Impossible
Q135622,Google Translate
Q13580495,BTS
Q1361932,family film
Q1364031,Michael Cartellone
Q1366112,drama television series
Q1369516,Serinda Swan
Q1369910,René Dif
Q1371229,Norm Macdonald
Q1377738,European Film Award for Best Actress
Q1381966,Flipkart
Q1384,New York
Q1389258,"Henrik, Prince Consort of Denmark"
Q13909,Angelina Jolie
Q13955,Arabic
Q1401416,computer animation
Q1403031,Felicia Montealegre
Q1411012,Jeremy Allen White
Q1411753,Fiesta Bowl
Q1415090,film score composer
Q1418168,NHL Winter Classic
Q141817,German Americans
Q142,France
Q1421666,Golden Raspberry Award for Worst Screenplay
Q1429306,Princess Isabella of Denmark
Q1438821,Richard Quest
Q1441929,American Music Award for Favorite Pop/Rock Female Artist
Q14420,Order of the British Empire
Q1445521,Tony Award for Best Actor in a Play
Q144622,Phil Collins
Q145,United Kingdom
Q1453643,Grammy Award for Best New Artist
Q14539974,Knight Grand Cross of the Order of Merit of the Italian Republic
Q14540,Tina Fey
Q14565199,right
Q146,house cat
Q1467287,President-elect of the United States
Q1468607,Liberty University
Q147077,Emma Stone
Q1472235,Golden Globe Award for Best Original Song
Q148,People's Republic of China
Q1480793,Nuclear Suppliers Group
Q14859022,Jean Tatlock
Q149086,homicide
Q14931511,monarch of Canada
Q14931512,monarch of Australia
Q14931517,monarch of New Zealand
Q14944179,Peaky Blinders
Q15,Africa
Q150,French
Q150238,Steven Fletcher
Q15077007,podcaster
Q151472,James Bond films
Q151714,American Idiot
Q151754,"Princess Anne, Princess Royal of the United Kingdom"
Q15180,Soviet Union
Q151892,Ariana Grande
Q152316,"Prince Harry, Duke of Sussex"
Q152505,Leonard Bernstein
Q1527196,American Music Award for New Artist of the Year
Q1530593,Dayanara Torres
Q153330,"Prince Andrew, Duke of York"
Q1535145,Golden Raspberry Award for Worst Screen Couple/Ensemble
Q1535153,superhero film
Q1537996,Tony Award for Best Actress in a Musical
Q153815,"Princess Margaret, Countess of Snowdon"
Q1542213,Lee Strasberg Theatre and Film Institute
Q1542347,Grammy Legend Award
Q155,Brazil
Q155152,Polydor Records
Q155223,National Basketball Association
Q156796,Michelle Williams
Q1568,Hindi
Q157394,fantasy film
Q1573945,Brendan Dolan
Q157443,comedy film
Q1576873,Fast & Furious
Q157894,AFC Asian Cup
Q158462,Lynyrd Skynyrd
Q15860072,Russo-Ukrainian War
Q15869,Freddie Mercury
Q158957,Priyanka Chopra
Q159,Russia
Q159101,Prince Joachim of Denmark
Q15931555,Fargo
Q159347,Steve McQueen
Q15935,Kanye West
Q159583,Holy See
Q159846,Paramount Pictures
Q15987490,1922 Encyclopædia Britannica
Q16,Canada
Q1604442,Ruby Ridge
Q1607373,Vidhu Vinod Chopra
Q16082057,The New Student's Reference Work
Q1614313,Marlo Thomas
Q16148930,list of Marvel Cinematic Universe films
Q16150196,Donetsk People's Republic
Q16161887,Midnight Rider
Q161819,Julie Andrews
Q16185856,Bebe Rexha
Q16203796,Rylan Clark
Q16207879,Emerald Fennell
Q16208058,Brothers Osborne
Q162202,Nicki Minaj
Q1622272,university teacher
Q1623403,Hogmanay
Q16246864,Ayalaan
Q16248298,A24
Q16256406,College Football Playoff National Championship
Q162629,Simon Cowell
Q162656,International Civil Defence Organisation
Q1627408,Satellite Award for Best Actor – Motion Picture
Q162959,Blake Lively
Q163010,Ingrid of Sweden
Q1630304,Hulu
Q1631998,Screen Actors Guild Life Achievement Award
Q163263,Eva Longoria
Q163286,Hugh Grant
Q1640126,Prince Vincent of Denmark
Q164119,Mark Wahlberg
Q164444,funk
Q165219,Robert Downey Jr.
Q16538,South Park
Q16552,San Diego
Q16557,Dallas
Q16559,Austin
Q16563,Memphis
Q16568,Jacksonville
Q165745,Mercury Records
Q16617922,xHamster
Q166502,seven deadly sins
Q167498,Meg Ryan
Q16759,Kaley Cuoco
Q16781948,SAG-AFTRA
Q1682357,list of states and territories of the United States
Q168383,Universal Pictures
Q16845485,The Boys in the Boat
Q168721,Faye Dunaway
Q168724,Emma Thompson
Q168847,Brittany Murphy
Q169452,Shaquille O'Neal
Q16947520,Companion of Honour
Q16993276,Jared Leto filmography
Q169963,Jason Statham
Q17,Japan
Q1701437,John Pinette
Q17042,Oakland
Q170424,World Meteorological Organization
Q170428,Helena Bonham Carter
Q170481,Asia-Pacific Economic Cooperation
Q170606,Eva Mendes
Q17069491,Pro Kabaddi League
Q171178,Fukushima Daiichi nuclear disaster
Q17122705,brown
Q17122834,blue
Q17143560,modelling
Q17144,Presidential Medal of Freedom
Q17172850,voice
Q171758,Matthew Perry
Q172,Toronto
Q172044,Jennifer Garner
Q17244894,dark brown
Q172653,Maggie Smith
Q172678,Samuel L. Jackson
Q17290934,Lentapedia
Q17311605,Lentapedia (full versions)
Q17329836,Larousse Encyclopedia online
Q17378135,Great Soviet Encyclopedia (1969–1978)
Q1738793,Kennedy Center Honors
Q174193,United Kingdom of Great Britain and Ireland
Q1744,Madonna
Q17466583,Naomi Osaka
Q17495,Universal Postal Union
Q17521923,Ice Bucket Challenge
Q1762781,Adam Rich
Q17708738,Brad Allen
Q17714,Stephen Hawking
Q177220,singer
Q178166,Vin Diesel
Q1789030,National Medal of Arts
Q179164,unitary state
Q17916913,Cody Johnson
Q179191,Rock and Roll Hall of Fame
Q179414,Kate Beckinsale
Q17985761,star on Hollywood Walk of Fame
Q180,Wikimedia Foundation
Q180011,Brenda Song
Q180268,gospel music
Q180453,Dolly Parton
Q1806077,Larry Junstrom
Q180729,Prince of Wales
Q181,Jimmy Wales
Q18107167,2023 Africa Cup of Nations
Q1811880,Naughty America
Q181282,Enzo Ferrari
Q181776,Bonnie and Clyde
Q181806,Richard Armitage
Q181883,Golden Globe Award for Best Actor – Motion Picture Musical or Comedy
Q181887,Rex Harrison
Q181991,Jools Holland
Q182015,thriller
Q1822160,Lewis Strauss
Q18233,ABBA
Q182655,Rod Stewart
Q183,Germany
Q183337,David Attenborough
Q183387,Columbia Records
Q183412,EMI
Q183945,record producer
Q184,Belarus
Q1841,Catholicism
Q18419,Brooklyn
Q184425,Pacific War
Q184634,Boudica
Q185140,Joaquin Phoenix
Q18529,Wrexham A.F.C.
Q185299,Tony Award for Best Actress in a Play
Q18545066,stand-up comedian
Q185465,Paula Abdul
Q185529,pornographic film
Q185658,Indiana Jones and the Last Crusade
Q18574233,darts player
Q18581305,beauty pageant contestant
Q1860,English
Q18637166,Andrew Tate
Q18637320,Joshua Dobbs
Q186472,folk rock
Q18647981,Moana
Q186506,mezzo-soprano
Q18656,Manchester United F.C.
Q186676,stuttering
Q18686082,Bridget Everett
Q186941,Columbia Pictures
Q18716,Newcastle United F.C.
Q18719088,Daryl Davis
Q18735049,Mia Khalifa
Q187760,new wave
Q188,German
Q18814623,autobiographer
Q188450,electropop
Q188473,action film
Q188740,Museum of Modern Art
Q188822,Asian Development Bank
Q188955,Matthew McConaughey
Q189,Iceland
Q189062,states with nuclear weapons
Q189290,military officer
Q189489,Zendaya
Q189490,Jennifer Lawrence
Q1896166,Kevin Whately
Q1897870,The Color Purple
Q190162,Zoe Saldaña
Q190214,The Lord of the Rings trilogy
Q190386,Rachel McAdams
Q19047539,"Collier's New Encyclopedia, 1921"
Q190585,Island Records
Q190588,Love Actually
Q19069,The Magnificent Seven
Q1907,Hugo Lloris
Q19077875,The American Cyclopædia
Q19085957,The Encyclopedia Americana
Q191,Estonia
Q191084,Val Kilmer
Q191384,International Bank for Reconstruction and Development
Q191477,Pittsburgh Steelers
Q19180675,Small Brockhaus and Efron Encyclopedic Dictionary
Q1919399,Melissa Hoskins
Q19204627,American football player
Q19219752,"Meyers Konversations-Lexikon, 4th edition (1885–1890)"
Q192217,Rob Schneider
Q1924847,Margot Robbie
Q192682,Ryan Reynolds
Q1928989,Treaty on Open Skies
Q1930187,journalist
Q193023,Capitol Records
Q193355,blues rock
Q193391,diplomat
Q193517,Emily Blunt
Q193676,Ludacris
Q193697,Sugababes
Q193740,Live Aid
Q193815,Ryan Gosling
Q193982,Sinéad O'Connor
Q194318,Pirates of the Caribbean
Q19652,public domain
Q196627,New Year's Day
Q19666923,Mason Rudolph
Q19667998,Patrick Mahomes
Q1967731,National Society of Film Critics Award for Best Actor
Q1976750,Fritz Von Erich
Q19771,G20
Q19794,Josh Duhamel
Q19809,Christmas
Q19828,leap year
Q19831453,A
Q19835,"Warner Bros. Studios, Leavesden"
Q19848,Lady Gaga
Q19858055,American Music Award for Artist of the Year
Q19858080,American Music Award for Favorite Pop/Rock Album
Q19858088,American Music Award for Favorite Rap/Hip-Hop Artist
Q19877770,Timothée Chalamet
Q19878230,Willa Fitzgerald
Q199359,Camping World Stadium
Q19969187,UNICEF Goodwill Ambassador
Q20,Norway
Q200092,horror film
Q2004189,Vikrant Massey
Q20055561,Rishi Sunak
Q20078554,Great Soviet Encyclopedia (1926–1947)
Q200841,Jim Caviezel
Q20096917,Encyclopædia Britannica Ninth Edition
Q201215,My Fair Lady
Q2014922,Andy Cohen
Q201656,Nick Jonas
Q202051,Jean Hersholt Humanitarian Award
Q2023710,Tom Holland
Q202440,Atlantic Records
Q202585,RCA Records
Q202589,Cillian Murphy
Q202765,Kate Winslet
Q203059,Virgin Music
Q2041543,Ottův slovník naučný
Q205707,Bradley Cooper
Q2059704,television director
Q206112,Willie Nelson
Q20684321,Valery Kaufman
Q20684755,Parker McCollum
Q20685018,Old Dominion
Q207,George W. Bush
Q20707362,The Crown
Q207385,Kensington Palace
Q20779252,2023 AFC Asian Cup
Q207826,Time Person of the Year
Q2082089,Pete Burns
Q208649,Paul Giamatti
Q20872,Order of the Dannebrog
Q20875,Edward VII
Q20882479,Anya Taylor-Joy
Q208909,Parlophone
Q2089923,Volpi Cup for Best Actor
Q20923490,multiple languages
Q209330,Instagram
Q209459,Golden Lion
Q21,England
Q21005209,Jake Browning
Q21010853,drama fiction
Q211,Latvia
Q211322,Tom Wilkinson
Q21142718,accidental death
Q211756,dance-pop
Q211939,Auld Lang Syne
Q212,Ukraine
Q2124153,Chris Von Erich
Q212618,1960 Valdivia earthquake
Q212699,Geffen Records
Q213,Czech Republic
Q213167,Percy Jackson & the Olympians
Q213322,Victoria and Albert Museum
Q213388,Aqua
Q213854,Virat Kohli
Q2139951,David Von Erich
Q214,Slovakia
Q2140674,ballistic trauma
Q214831,David Archuleta
Q215,Slovenia
Q2150,January 1
Q215215,John Mayer
Q215248,Order of the Garter
Q215300,Jordin Sparks
Q21534241,No Time to Die
Q21590660,Western
Q21592474,Cynthia Erivo
Q21620939,Kane Brown
Q21621919,Post Malone
Q21621995,Kylian Mbappé
Q21622138,Nick Mullens
Q21622967,Jarrett Stidham
Q216364,Epic Records
Q216563,Paul Anka
Q216930,Harry Potter
Q217,Moldova
Q2171187,Royal Victorian Chain
Q217191,soft rock
Q217280,Joss Stone
Q21738166,Jenna Ortega
Q218,Romania
Q218235,Charlie and the Chocolate Factory
Q218532,John Candy
Q219,Bulgaria
Q219060,State of Palestine
Q21914464,Dua Lipa
Q219237,Rick Astley
Q219631,Adam Levine
Q219655,Carey Mulligan
Q219937,Bonnie and Clyde
Q22,Scotland
Q220,Rome
Q22006653,color
Q22075020,xXx Return of Xander Cage
Q22080762,Chaturbate
Q22095817,Matthew Ransley
Q221,North Macedonia
Q222,Albania
Q222749,acting
Q22277803,Florence Pugh
Q223299,The Color Purple
Q22336956,humanitarian
Q224,Croatia
Q225,Bosnia and Herzegovina
Q2252262,rapper
Q2259451,stage actor
Q2262485,Michiel Huisman
Q2263,Tom Hanks
Q22663,The Pirate Bay
Q22686,Donald Trump
Q227,Azerbaijan
Q229,Cyprus
Q229048,Melissa McCarthy
Q229112,Michelle Monaghan
Q229166,Amber Heard
Q229545,Raquel Welch
Q229625,Baba Vanga
Q229760,Rita Ora
Q2297927,spy film
Q22998395,Aquaman
Q230,Georgia
Q230004,Rosamund Pike
Q230601,KT Tunstall
Q230965,Heather O'Rourke
Q230993,Jenny McCarthy
Q231233,Miranda Lambert
Q231556,Alexandra Daddario
Q231694,Interscope Records
Q23197,Nashville
Q232,Kazakhstan
Q232000,Butch Cassidy and the Sundance Kid
Q232837,Katharine Ross
Q233,Malta
Q233268,Mutya Buena
Q233475,Heidi Range
Q233611,International Hydrographic Organization
Q23365,Jeremy Renner
Q234058,Rhea Perlman
Q234356,Janelle Monáe
Q234434,Juno Temple
Q23444,white
Q234695,Dionne Warwick
Q234773,Priscilla Presley
Q234798,Imelda Staunton
Q235,Monaco
Q23517,Ricky Gervais
Q23556,Atlanta
Q23562553,The Flash
Q23572,Game of Thrones
Q235772,Keisha Buchanan
Q236,Montenegro
Q236167,Kelly Reilly
Q236240,Siobhán Donaghy
Q23633,HBO
Q23685,Jimmy Carter
Q237270,Mara Wilson
Q237324,Lisa Marie Presley
Q237552,Jade Ewen
Q23760,Rowan Atkinson
Q23768,Las Vegas
Q238,San Marino
Q2381471,Hootenanny
Q2388576,Taika Waititi
Q2405480,voice actor
Q241,Cuba
Q2412102,John Harbaugh
Q2412965,Kerry Von Erich
Q241614,Rachel Smith
Q242034,Ruth Handler
Q242104,Amelle Berrabah
Q24278982,Indiana Jones and the Dial of Destiny
Q243630,BRICS
Q244,Barbados
Q244165,Republic of Artsakh
Q24450812,Chris Dobey
Q245068,comedian
Q2451563,Rickey Medlocke
Q2462532,Tyler Ziegel
Q2478141,aristocrat
Q24809702,Lamar Jackson
Q24826,Liverpool
Q2484376,thriller film
Q24890727,raindrop cake
Q2490358,choreographer
Q2510830,Mike Von Erich
Q25136249,xXx
Q25173,Titanic
Q25191,Christopher Nolan
Q252,Indonesia
Q2526255,film director
Q25369,Kobe Bryant
Q2544859,Independent Spirit Award for Best Male Lead
Q254886,Joanna Lumley
Q254947,Riley Keough
Q2562640,Indiana Jones
Q257235,MTV Movie Award for Best Kiss
Q258,South Africa
Q258053,Ann Wilson
Q258777,Sofia Boutella
Q2599,Paul McCartney
Q261193,Alison Doody
Q2616544,Penny Lancaster
Q262,Algeria
Q262170,Amy Sedaris
Q2631300,Jim Harbaugh
Q2634432,PDC World Darts Championship
Q263696,Debbie Reynolds
Q263772,Nancy Wilson
Q264730,Gloria Vanderbilt
Q265,Uzbekistan
Q26695,Lionel Richie
Q267676,Audra McDonald
Q2680,Bruce Willis
Q26806,Danny DeVito
Q268200,Screen Actors Guild Award
Q2685,Arnold Schwarzenegger
Q26876,Taylor Swift
Q269412,George V
Q27,Republic of Ireland
Q27051216,Dany Garcia
Q2715122,Kevin Von Erich
Q27214,Jerry Springer
Q2722764,radio personality
Q27231,East Asia
Q272923,Ryan O'Neal
Q27293,West Asia
Q273082,Annie Golden
Q2736,association football
Q27450671,Lily Gladstone
Q2748319,Nayanthara
Q277230,98 Degrees
Q277751,Academy Award for Best Production Design
Q27834579,title for Hispanic America
Q27847754,title for Spain
Q27881473,Vivek Ramaswamy
Q27914,tenor
Q27939,singing
Q28,Hungary
Q280658,forward
Q2807,Madrid
Q28071144,Raye
Q2808,Elton John
Q280856,George VI
Q2831,Michael Jackson
Q283385,Sharleen Spiteri
Q283696,XXX: State of the Union
Q283799,xXx
Q28389,screenwriter
Q284636,Jason Bateman
Q284829,Vanderbilt family
Q28542230,Barry Keoghan
Q28561969,XXXTentacion
Q287329,Lene Nystrøm
Q28835088,Christopher Duntsch
Q28841847,Member of the Privy Council of the United Kingdom
Q2896128,Benjamin Kiplagat
Q29,Spain
Q290,biological sex
Q29033668,Cardi B
Q2904131,Jeffrey Epstein
Q2915141,Anna Anka
Q2917032,Public Domain Day
Q292044,AFI Life Achievement Award
Q292135,Ivy Queen
Q29226331,Guardians of the Galaxy Vol. 3
Q29468,Republican Party
Q29552,Democratic Party
Q29561472,Morgan Wallen
Q29647346,Money Heist
Q296729,Tony Bennett
Q2976730,Grammy Award for Best Music Video
Q298,Chile
Q298364,Jeffrey Dahmer
Q29861227,Rob Cross
Q298682,Djimon Hounsou
Q29913337,Carly Pearce
Q299266,Ryan Seacrest
Q29999,Kingdom of the Netherlands
Q30,United States of America
Q30014613,Young Sheldon
Q30105342,Tommy Dorfman
Q3018962,David Warner
Q302,Jesus
Q302556,Catholic Encyclopedia
Q302581,Aaron Rodgers
Q303,Elvis Presley
Q30325337,murder of Dee Dee Blanchard
Q3039938,right-handedness
Q3042087,Houthi movement
Q3071,punk rock
Q30903,soprano
Q31,Belgium
Q310295,Dick Van Dyke
Q310367,Jon Cryer
Q3112865,Mark Matejka
Q311314,Sam Elliott
Q31164,Ellie Goulding
Q311836,Independent Spirit Awards
Q31202708,Top Gun: Maverick
Q31271369,Fast X
Q3127192,Happy New Year
Q313381,Tom Brady
Q313574,Butch Cassidy
Q3136554,Prabhas
Q315271,Jason Momoa
Q31687,baritone
Q316930,dance music
Q316997,Anderson Cooper
Q3174312,free country
Q317521,Elon Musk
Q3176267,Jeannie Mai
Q3180313,Joey Galloway
Q318099,Harlan Coben
Q3181656,The Nuttall Encyclopædia
Q3185931,Princess Josephine of Denmark
Q319221,adventure film
Q319265,Manfred Mann
Q32,Luxembourg
Q321131,Abigail Spencer
Q322056,Lance Reddick
Q3238057,proprietary license
Q3246618,J. R. Martinez
Q32522,Jennifer Aniston
Q326482,MusiCares Person of the Year
Q32786169,RJ Barrett
Q3282637,film producer
Q328744,Dodi Fayed
Q3291936,The First Cut Is the Deepest
Q3292884,Artimus Pyle
Q3293380,Twelve Grapes
Q33,Finland
Q3304414,Michelle Keegan
Q330629,Sony Music
Q3309588,Victoria Wood
Q33103839,Tim Ballard
Q3312145,Bob Burns
Q33231,photographer
Q332525,Shannon Leto
Q334,Singapore
Q3357567,fashion model
Q3358292,Peter Keys
Q3358600,Outback Bowl
Q336424,Ub Iwerks
Q3372991,list of Lynyrd Skynyrd band members
Q3373219,1977 Convair CV-300 crash
Q337658,Christopher McQuarrie
Q339152,Vienna New Year's Concert
Q3395525,Jo Brand
Q33999,actor
Q34,Sweden
Q340195,African Development Bank
Q3427922,restaurateur
Q34316,Doctor Who
Q343782,action television series
Q34389,Whitney Houston
Q343983,Henry Winkler
Q34436,Scarlett Johansson
Q3455803,director
Q34754,Somaliland
Q34812,New Year
Q348571,Ronnie Van Zant
Q35,Denmark
Q3501317,fashion designer
Q352,Adolf Hitler
Q352233,Ian Ziering
Q352730,Treat Williams
Q35332,Brad Pitt
Q3534435,Vijayakanth
Q355,Facebook
Q356294,Charlie Hunnam
Q35637,Nobel Peace Prize
Q3578589,environmentalist
Q35794,University of Cambridge
Q36,Poland
Q36001,WWE Hall of Fame
