entity,rel,objt,pageTitle_entity,views_entity,pageTitle_objt,views_objt
Q148,P1465,Q6482558,China,19261,Category:Deaths in China,458
Q148,P1464,Q7463297,China,19261,,
Q148,P1336,Q865,China,19261,Taiwan,5745108
Q148,P1792,Q7062091,China,19261,Category:Chinese people,2906
Q148,P1792,Q9069788,China,19261,,
Q148,P1424,Q17682786,China,19261,,
Q148,P1424,Q8005471,China,19261,Template:China topics,3344
Q148,P1424,Q10801119,China,19261,,
Q148,P172,Q42740,China,19261,Han Chinese,914613
Q148,P172,Q36692,China,19261,Zhuang people,176757
Q148,P172,Q1187403,China,19261,Mongols in China,70960
Q148,P172,Q183573,China,19261,Hui people,457356
Q148,P172,Q187985,China,19261,Tibetan people,305004
Q148,P172,Q46118,China,19261,Uyghurs,1449317
Q148,P172,Q209959,China,19261,Miao people,217282
Q148,P172,Q461282,China,19261,Yi people,170360
Q148,P172,Q673161,China,19261,Bouyei people,26278
Q148,P172,Q715978,China,19261,Korean Chinese,320
Q148,P172,Q145665,China,19261,Manchu people,505188
Q148,P172,Q370868,China,19261,Yao people,82748
Q148,P172,Q275453,China,19261,Bai people,67011
Q148,P172,Q588574,China,19261,Tujia people,63942
Q148,P172,Q476550,China,19261,Hani people,43317
Q148,P172,Q4208066,China,19261,Kazakhs in China,33847
Q148,P172,Q309381,China,19261,Hlai people,32464
Q148,P172,Q857626,China,19261,Lisu people,43999
Q148,P172,Q216096,China,19261,Kam people,24133
Q148,P122,Q50686,China,19261,One-party state,485480
Q148,P122,Q193852,China,19261,Democratic centralism,131834
Q148,P122,Q4198907,China,19261,Parliamentary republic,299256
Q148,P122,Q179164,China,19261,Unitary state,728949
Q148,P122,Q1520223,China,19261,,
Q148,P122,Q117405807,China,19261,,
Q148,P122,Q7270,China,19261,Republic,883373
Q148,P1906,Q655407,China,19261,President of the People's Republic of China,586991
Q148,P1552,Q47185282,China,19261,,
Q148,P5008,Q5460604,China,19261,,
Q148,P5008,Q54439832,China,19261,,
Q148,P5008,Q6173448,China,19261,Wikipedia:Vital articles/Level/4,None
Q148,P5125,Q7112227,China,19261,Outline of China,22654
Q148,P1889,Q29520,China,19261,China (region),13164
Q148,P1889,Q13426199,China,19261,Republic of China (1912–1949),1013307
Q148,P5658,Q13196750,China,19261,Left (direction),2515
Q148,P112,Q17427,China,19261,Chinese Communist Party,1370045
Q148,P740,Q83973,China,19261,Tiananmen,82429
Q148,P1344,Q795464,China,19261,BASIC countries,18022
Q148,P1344,Q2720495,China,19261,Group of Five,73956
Q148,P1344,Q83493046,China,19261,,
Q148,P2596,Q645917,China,19261,Chinese culture,242598
Q148,P7867,Q8607339,China,19261,Category:Maps of China,561
Q148,P8744,Q209380,China,19261,Economy of China,1123163
Q148,P9241,Q1981379,China,19261,Demographics of China,713452
Q148,P92,Q200800,China,19261,Constitution of the People's Republic of China,98248
Q148,P1791,Q7976410,China,19261,Category:Burials in China,291
Q148,P155,Q13426199,China,19261,Republic of China (1912–1949),1013307
Q148,P485,Q117812074,China,19261,,
Q148,P2936,Q727694,China,19261,Standard Chinese,495626
Q148,P2936,Q9186,China,19261,Cantonese,740033
Q148,P2936,Q12952528,China,19261,,
Q148,P2936,Q12952530,China,19261,,
Q148,P2936,Q12953553,China,19261,,
Q148,P2936,Q12952250,China,19261,,
Q148,P2936,Q12628803,China,19261,Central Bai language,793
Q148,P2936,Q3138832,China,19261,,
Q148,P2936,Q674990,China,19261,Baima language,7028
Q148,P2936,Q1367309,China,19261,Oroqen language,12551
Q148,P2936,Q784502,China,19261,Tinani language,2938
Q148,P2936,Q769809,China,19261,Kaduo language,4146
Q148,P2936,Q832026,China,19261,Gyalrong languages,6892
Q148,P2936,Q1115317,China,19261,Kim Mun language,8269
Q148,P2936,Q2252191,China,19261,Waxiang Chinese,8827
Q148,P2936,Q953082,China,19261,U language,7847
Q148,P2936,Q246122,China,19261,Katso language,4761
Q148,P2936,Q926742,China,19261,Chadong language,4460
Q148,P2936,Q934738,China,19261,Hlai language,2493
Q148,P2936,Q720192,China,19261,Mảng language,None
Q148,P2936,Q3414352,China,19261,Choyo language,4562
Q148,P2936,Q1055287,China,19261,Sani language,4984
Q148,P2936,Q1012917,China,19261,Wutun language,11351
Q148,P2936,Q2475478,China,19261,Cun language,6071
Q148,P2936,Q3436700,China,19261,Qabiao language,6150
Q148,P2936,Q1108934,China,19261,A-Hmao language,8242
Q148,P2936,Q2422759,China,19261,Muya language,5900
Q148,P2936,Q1094190,China,19261,Chinese Sign Language,23689
Q148,P2936,Q4902547,China,19261,Biao language,7477
Q148,P2936,Q4923414,China,19261,Wa language,29301
Q148,P2936,Q2498808,China,19261,Iu Mien language,22200
Q148,P2936,Q6931494,China,19261,Muda language,3943
Q148,P2936,Q6862618,China,19261,Min Zhuang language,3715
Q148,P2936,Q6827993,China,19261,Micha language,4289
Q148,P2936,Q4830439,China,19261,Axi language,4591
Q148,P2936,Q3442330,China,19261,Then language,4845
Q148,P2936,Q4832486,China,19261,Azha language,4878
Q148,P2936,Q6895060,China,19261,Moji language,3958
Q148,P2936,Q4832535,China,19261,Azhe language,4165
Q148,P2936,Q3441122,China,19261,Tai Ya language,5728
Q148,P2936,Q5061915,China,19261,Central Tibetan,8383
Q148,P2936,Q6944445,China,19261,Muzi language,3540
Q148,P2936,Q2605689,China,19261,She language,11508
Q148,P2936,Q2625410,China,19261,Pa-Hng language,6894
Q148,P2936,Q4925096,China,19261,Blang language,8494
Q148,P2936,Q4997235,China,19261,Bumang language,4297
Q148,P2936,Q7033959,China,19261,Yue Chinese,176248
Q148,P2936,Q3503800,China,19261,Biao Min language,4780
Q148,P2936,Q2827749,China,19261,Ai-Cham language,5317
Q148,P2936,Q6961032,China,19261,Naruo language,3800
Q148,P2936,Q8073523,China,19261,Zokhuo language,3760
Q148,P2936,Q5209052,China,19261,Dai Zhuang language,4985
Q148,P2936,Q7049385,China,19261,Nong Zhuang language,4565
Q148,P2936,Q2879238,China,19261,Paha language,5637
Q148,P2936,Q7093790,China,19261,Be languages,1746
Q148,P2936,Q2904868,China,19261,Bit language,6103
Q148,P2936,Q2945610,China,19261,Sangkong language,4016
Q148,P2936,Q7188378,China,19261,Phupha language,3903
Q148,P2936,Q2964447,China,19261,Choni language,5838
Q148,P2936,Q5380858,China,19261,Enu language,4585
Q148,P2936,Q3616358,China,19261,Zauzou language,4034
Q148,P2936,Q7187103,China,19261,Pholo language,2138
Q148,P2936,Q7187058,China,19261,Phola language,4181
Q148,P2936,Q2936935,China,19261,Cao Miao language,4934
Q148,P2936,Q10949828,China,19261,Ache Yi language,2164
Q148,P2936,Q9040772,China,19261,Hmongic languages,28974
Q148,P2936,Q7408902,China,19261,Samu language,3744
Q148,P2936,Q7409269,China,19261,Samei language,3890
Q148,P2936,Q5548692,China,19261,Gepo language,4618
Q148,P2936,Q3033554,China,19261,Bugan language,7076
Q148,P2936,Q11251864,China,19261,Gejia language,4791
Q148,P2936,Q11163308,China,19261,Lope language,3888
Q148,P2936,Q11159532,China,19261,Tseku language,3679
Q148,P2936,Q5873537,China,19261,Hlersu language,3842
Q148,P2936,Q3042189,China,19261,Dzao Min language,4742
Q148,P2936,Q3120647,China,19261,Guiqiong language,4852
Q148,P2936,Q3118757,China,19261,Khroskyabs language,9246
Q148,P2936,Q3112388,China,19261,Sui language,13626
Q148,P2936,Q7418287,China,19261,Sanie language,4430
Q148,P2936,Q3092284,China,19261,Mulam language,8313
Q148,P2936,Q3092293,China,19261,Maonan language,5836
Q148,P2936,Q3141783,China,19261,Hu language,8839
Q148,P2936,Q3182570,China,19261,Kangjia language,10209
Q148,P2936,Q3915716,China,19261,Tai Hongjin language,2955
Q148,P2936,Q7560736,China,19261,Sonaga language,3451
Q148,P2936,Q7542773,China,19261,Gha-Mu language,1384
Q148,P2936,Q3178570,China,19261,Jiamao language,8737
Q148,P2936,Q7675751,China,19261,Tai Dón language,6811
Q148,P2936,Q3194984,China,19261,Man Met language,4032
Q148,P2936,Q7786695,China,19261,Tholo language,1102
Q148,P2936,Q7796015,China,19261,Thopho language,3541
Q148,P2936,Q3027879,China,19261,Lakkia language,5818
Q148,P2936,Q6401849,China,19261,Khlula language,3530
Q148,P2936,Q4737539,China,19261,Aluo language,4340
Q148,P2936,Q3280623,China,19261,Mak language,4982
Q148,P2936,Q6377155,China,19261,Kathu language,5271
Q148,P2936,Q4700657,China,19261,Akeu language,5123
Q148,P2936,Q12952417,China,19261,Ersu language,6916
Q148,P2936,Q6428686,China,19261,Kon Keu language,401
Q148,P2936,Q6440952,China,19261,Kua-nsi language,3698
Q148,P2936,Q6441084,China,19261,Kuan language,4002
Q148,P2936,Q6441074,China,19261,Kuamasi language,3599
Q148,P2936,Q3307894,China,19261,Hmong language,156594
Q148,P2936,Q3320659,China,19261,Mongolian language in Inner Mongolia,2405
Q148,P2936,Q3361723,China,19261,Bolyu language,8051
Q148,P2936,Q6493203,China,19261,Lashi language,7410
Q148,P2936,Q6485577,China,19261,Lang'e language,1824
Q148,P2936,Q6505073,China,19261,Lawu language,3675
Q148,P2936,Q6482736,China,19261,Lamu language,3685
Q148,P2936,Q6480756,China,19261,Lama language (Bai),1213
Q148,P2936,Q8048537,China,19261,Yang Zhuang language,4631
Q148,P2936,Q8055032,China,19261,Yongnan languages,697
Q148,P2936,Q8054983,China,19261,Yongbei Zhuang,1872
Q148,P2936,Q35100,China,19261,Bouyei language,15904
Q148,P2936,Q14468943,China,19261,Luobohe Miao language,2330
Q148,P2936,Q3359940,China,19261,Pa Di language,2428
Q148,P2936,Q8057765,China,19261,Youjiang Zhuang,1969
Q148,P2936,Q56440,China,19261,Adi languages,294
Q148,P2936,Q56435,China,19261,Central Min,8103
Q148,P2936,Q56441,China,19261,Lolopo language,6789
Q148,P2936,Q56452,China,19261,Hm Nai language,4307
Q148,P2936,Q56412,China,19261,Idu Mishmi language,7759
Q148,P2936,Q56413,China,19261,Nusu language,5697
Q148,P2936,Q56480,China,19261,Lisu language,29077
Q148,P2936,Q56479,China,19261,Jin Chinese,54948
Q148,P2936,Q56406,China,19261,Derung language,9425
Q148,P2936,Q56400,China,19261,Digaro Mishmi language,3013
Q148,P2936,Q12953327,China,19261,Limi language,3691
Q148,P2936,Q56407,China,19261,Tai Dam language,16039
Q148,P2936,Q13634282,China,19261,Eastern Hongshuihe Zhuang,1027
Q148,P2936,Q6583606,China,19261,Lachi language,5201
Q148,P2936,Q13848149,China,19261,Zuojiang Zhuang languages,789
Q148,P2936,Q56411,China,19261,Bu–Nao languages,2819
Q148,P2936,Q12953329,China,19261,Mili language,3673
Q148,P2936,Q56509,China,19261,Amdo Tibetan,18589
Q148,P2936,Q56551,China,19261,Groma language,4866
Q148,P2936,Q56546,China,19261,Huizhou Chinese,24461
Q148,P2936,Q56583,China,19261,Pu–Xian Min,1564
Q148,P2936,Q56559,China,19261,Northern Qiang language,9702
Q148,P2936,Q56563,China,19261,Southern Qiang language,5976
Q148,P2936,Q56582,China,19261,Achang language,8357
Q148,P2936,Q16999095,China,19261,Lavu language,3820
Q148,P2936,Q56643,China,19261,Akha language,14915
Q148,P2936,Q56601,China,19261,Khams Tibetan,16900
Q148,P2936,Q35386,China,19261,E language,10902
Q148,P2936,Q35379,China,19261,Kam language,15814
Q148,P2936,Q56594,China,19261,Zaiwa language,8741
Q148,P2936,Q19597674,China,19261,Laomian language,5350
Q148,P2936,Q56854,China,19261,Horpa language,7749
Q148,P2936,Q56842,China,19261,Honi language,5148
Q148,P2936,Q56848,China,19261,Piyo language,3666
Q148,P2936,Q56844,China,19261,Namuyi language,5249
Q148,P2936,Q57000,China,19261,Pela language,5688
Q148,P2936,Q56996,China,19261,Zakhring language,3764
Q148,P2936,Q7850,China,19261,Chinese language,1925061
Q148,P2936,Q35780,China,19261,Lahu language,12377
Q148,P2936,Q56921,China,19261,Lipo language,5077
Q148,P2936,Q56516,China,19261,Hani language,13340
Q148,P2936,Q36455,China,19261,Eastern Min,28316
Q148,P2936,Q36457,China,19261,Northern Min,12728
Q148,P2936,Q9192,China,19261,Mandarin Chinese,953569
Q148,P2936,Q9199,China,19261,Vietnamese language,768874
Q148,P2936,Q36495,China,19261,Southern Min,131843
Q148,P2936,Q9255,China,19261,Kyrgyz language,165703
Q148,P2936,Q36612,China,19261,Sherpa language,36649
Q148,P2936,Q36556,China,19261,Tai Nuea language,12972
Q148,P2936,Q9252,China,19261,Kazakh language,342177
Q148,P2936,Q36948,China,19261,Tai Lue language,20313
Q148,P2936,Q56334,China,19261,Zhaba language,5075
Q148,P2936,Q56337,China,19261,Shixing language,5779
Q148,P2936,Q56332,China,19261,Miju language,3226
Q148,P2936,Q56325,China,19261,Kiong Nai language,1946
Q148,P2936,Q56299,China,19261,Younuo language,4754
Q148,P2936,Q13263,China,19261,Uyghur language,217697
Q148,P2936,Q13216,China,19261,Zhuang languages,50665
Q148,P2936,Q13223,China,19261,Xibe language,35764
Q148,P2936,Q36840,China,19261,Tshangla language,16010
Q148,P2936,Q13220,China,19261,Xiang Chinese,57472
Q148,P2936,Q27927,China,19261,Äynu language,35626
Q148,P2936,Q32430,China,19261,Dagur language,18871
Q148,P2936,Q32947,China,19261,Santa language,14615
Q148,P2936,Q32983,China,19261,Bonan language,9688
Q148,P2936,Q33375,China,19261,Hakka Chinese,224158
Q148,P2936,Q33335,China,19261,Khmu language,17387
Q148,P2936,Q30004,China,19261,Evenki language,56725
Q148,P2936,Q29902,China,19261,Eastern Yugur language,9831
Q148,P2936,Q33332,China,19261,Jingpo language,4614
Q148,P2936,Q33627,China,19261,Ili Turki language,15417
Q148,P2936,Q33475,China,19261,Gan Chinese,58453
Q148,P2936,Q33638,China,19261,Manchu language,208602
Q148,P2936,Q33873,China,19261,Sarikoli language,27677
Q148,P2936,Q34224,China,19261,Western Yugur language,22577
Q148,P2936,Q34133,China,19261,Tsat language,23199
Q148,P2936,Q34235,China,19261,Nuosu language,50983
Q148,P2936,Q33963,China,19261,Salar language,33516
Q148,P2936,Q34214,China,19261,Monguor language,11703
Q148,P2936,Q34271,China,19261,Lhasa Tibetan,70146
Q148,P2936,Q34290,China,19261,Wu Chinese,176393
Q148,P2936,Q2874642,China,19261,,
Q148,P2936,Q2929025,China,19261,,
Q148,P2936,Q3403245,China,19261,,
Q148,P2936,Q3138831,China,19261,,
Q148,P2936,Q3138829,China,19261,,
Q148,P2936,Q3403246,China,19261,,
Q148,P2936,Q3363719,China,19261,,
Q148,P2936,Q3307901,China,19261,,
Q148,P2936,Q3100264,China,19261,Vandu language,2367
Q148,P2936,Q3572191,China,19261,,
Q148,P2936,Q8843040,China,19261,Telue language,2588
Q148,P2936,Q8842159,China,19261,Biao Mon language,2132
Q148,P2936,Q11092831,China,19261,Mulao language (Kra),1886
Q148,P2936,Q12626798,China,19261,,
Q148,P2936,Q12633994,China,19261,,
Q148,P2936,Q12642165,China,19261,,
Q148,P2936,Q12633989,China,19261,,
Q148,P2936,Q12952691,China,19261,,
Q148,P2936,Q12952740,China,19261,,
Q148,P2936,Q12953334,China,19261,,
Q148,P2936,Q12953336,China,19261,,
Q148,P2936,Q12953326,China,19261,Nisi language (China),346
Q148,P2936,Q12953333,China,19261,,
Q148,P2936,Q12953229,China,19261,,
Q148,P2936,Q12953328,China,19261,,
Q148,P2936,Q12953325,China,19261,,
Q148,P2936,Q12953561,China,19261,,
Q148,P2936,Q12953562,China,19261,,
Q148,P2936,Q12953564,China,19261,,
Q148,P2936,Q12953560,China,19261,,
Q148,P2936,Q12953797,China,19261,,
Q148,P2936,Q12953558,China,19261,,
Q148,P2936,Q12953559,China,19261,,
Q148,P2936,Q12953565,China,19261,,
Q148,P2936,Q12953563,China,19261,,
Q148,P2936,Q12953554,China,19261,,
Q148,P2936,Q14240916,China,19261,,
Q148,P2936,Q16109994,China,19261,A'ou language,3133
Q148,P2936,Q16115619,China,19261,,
Q148,P2936,Q17284874,China,19261,Qau language,2334
Q148,P2936,Q17195499,China,19261,,
Q148,P2936,Q17651534,China,19261,,
Q148,P2936,Q17651540,China,19261,,
Q148,P2936,Q17651536,China,19261,,
Q148,P2936,Q17651542,China,19261,,
Q148,P2936,Q20527363,China,19261,,
Q148,P2936,Q20527417,China,19261,,
Q148,P2936,Q21658869,China,19261,Na language,8040
Q148,P2936,Q25559454,China,19261,,
Q148,P2936,Q25559442,China,19261,,
Q148,P2936,Q13018575,China,19261,,
Q148,P2936,Q16306754,China,19261,,
Q148,P2936,Q25559440,China,19261,,
Q148,P2936,Q25559456,China,19261,,
Q148,P2936,Q25559419,China,19261,,
Q148,P2936,Q30334841,China,19261,Chesu language,2217
Q148,P2936,Q27478542,China,19261,,
Q148,P2936,Q27431376,China,19261,,
Q148,P2936,Q27434946,China,19261,,
Q148,P2936,Q27144776,China,19261,,
Q148,P2936,Q27431369,China,19261,,
Q148,P2936,Q33522157,China,19261,,
Q148,P2936,Q36211907,China,19261,,
Q148,P2936,Q33590104,China,19261,,
Q148,P2936,Q42310421,China,19261,,
Q148,P2936,Q48565467,China,19261,,
Q148,P2936,Q48565339,China,19261,,
Q148,P2936,Q56826369,China,19261,,
Q148,P2936,Q56751275,China,19261,,
Q148,P2936,Q57259564,China,19261,,
Q148,P2936,Q63284284,China,19261,,
Q148,P2936,Q63308004,China,19261,,
Q148,P2936,Q63340714,China,19261,,
Q148,P2936,Q63341349,China,19261,,
Q148,P2936,Q63341239,China,19261,,
Q148,P2936,Q63213949,China,19261,,
Q148,P2936,Q63341181,China,19261,,
Q148,P2936,Q63341346,China,19261,,
Q148,P2936,Q63341260,China,19261,,
Q148,P2936,Q63341278,China,19261,,
Q148,P2936,Q36586,China,19261,,
Q148,P17,Q148,China,19261,China,9680435
Q128518,P31,Q11424,Gladiator (2000 film),18978,Film,2289880
Q128518,P57,Q56005,Gladiator (2000 film),18978,Ridley Scott,2984041
Q128518,P58,Q384004,Gladiator (2000 film),18978,John Logan (writer),120862
Q128518,P58,Q706935,Gladiator (2000 film),18978,William Nicholson (writer),45423
Q128518,P58,Q1174454,Gladiator (2000 film),18978,David Franzoni,44846
Q128518,P272,Q168383,Gladiator (2000 film),18978,Universal Pictures,1917066
Q128518,P272,Q192557,Gladiator (2000 film),18978,DreamWorks Pictures,795207
Q128518,P272,Q3476213,Gladiator (2000 film),18978,Scott Free Productions,150908
Q128518,P272,Q28044838,Gladiator (2000 film),18978,,
Q128518,P272,Q28044841,Gladiator (2000 film),18978,,
Q128518,P272,Q28044843,Gladiator (2000 film),18978,,
Q128518,P344,Q957926,Gladiator (2000 film),18978,John Mathieson (cinematographer),40600
Q128518,P161,Q129817,Gladiator (2000 film),18978,Russell Crowe,3104235
Q128518,P161,Q185140,Gladiator (2000 film),18978,Joaquin Phoenix,5182971
Q128518,P161,Q231951,Gladiator (2000 film),18978,Connie Nielsen,1632836
Q128518,P161,Q106775,Gladiator (2000 film),18978,Richard Harris,2668571
Q128518,P161,Q313588,Gladiator (2000 film),18978,Oliver Reed,1331241
Q128518,P161,Q298682,Gladiator (2000 film),18978,Djimon Hounsou,1840974
Q128518,P161,Q256164,Gladiator (2000 film),18978,Derek Jacobi,994155
Q128518,P161,Q737369,Gladiator (2000 film),18978,Tomas Arana,122590
Q128518,P161,Q310217,Gladiator (2000 film),18978,David Hemmings,348228
Q128518,P161,Q61112,Gladiator (2000 film),18978,Ralf Moeller,160737
Q128518,P161,Q2165590,Gladiator (2000 film),18978,Spencer Treat Clark,487093
Q128518,P161,Q1176556,Gladiator (2000 film),18978,David Schofield (actor),118987
Q128518,P161,Q1375689,Gladiator (2000 film),18978,John Shrapnel,103030
Q128518,P161,Q134133,Gladiator (2000 film),18978,Tommy Flanagan (actor),870533
Q128518,P161,Q457736,Gladiator (2000 film),18978,Giannina Facio,294632
Q128518,P161,Q735360,Gladiator (2000 film),18978,Giorgio Cantarini,65414
Q128518,P161,Q711054,Gladiator (2000 film),18978,Tony Curran,333199
Q128518,P161,Q3017460,Gladiator (2000 film),18978,David Bailie,40069
Q128518,P161,Q22680663,Gladiator (2000 film),18978,,
Q128518,P161,Q468241,Gladiator (2000 film),18978,Omid Djalili,368840
Q128518,P161,Q1388769,Gladiator (2000 film),18978,Sven-Ole Thorsen,208578
Q128518,P161,Q2647961,Gladiator (2000 film),18978,Allan Corduner,105217
Q128518,P161,Q20974079,Gladiator (2000 film),18978,Adam Levy (actor),80554
Q128518,P162,Q1252563,Gladiator (2000 film),18978,Douglas Wick,57215
Q128518,P162,Q1174454,Gladiator (2000 film),18978,David Franzoni,44846
Q128518,P162,Q703611,Gladiator (2000 film),18978,Branko Lustig,39419
Q128518,P162,Q28044847,Gladiator (2000 film),18978,,
Q128518,P495,Q145,Gladiator (2000 film),18978,United Kingdom,13063684
Q128518,P495,Q30,Gladiator (2000 film),18978,United States,22053058
Q128518,P910,Q7244501,Gladiator (2000 film),18978,Category:Gladiator (2000 film),638
Q128518,P166,Q102427,Gladiator (2000 film),18978,Academy Award for Best Picture,3020078
Q128518,P166,Q103916,Gladiator (2000 film),18978,Academy Award for Best Actor,1843250
Q128518,P166,Q277536,Gladiator (2000 film),18978,Academy Award for Best Costume Design,123136
Q128518,P166,Q830079,Gladiator (2000 film),18978,Academy Award for Best Sound,134791
Q128518,P166,Q393686,Gladiator (2000 film),18978,Academy Award for Best Visual Effects,203507
Q128518,P166,Q139184,Gladiator (2000 film),18978,BAFTA Award for Best Film,98266
Q128518,P166,Q1966965,Gladiator (2000 film),18978,National Board of Review: Top Ten Films,135245
Q128518,P921,Q1712140,Gladiator (2000 film),18978,Revenge,123004
Q128518,P921,Q482999,Gladiator (2000 film),18978,Gladiator,467927
Q128518,P921,Q96677971,Gladiator (2000 film),18978,,
Q128518,P921,Q252000,Gladiator (2000 film),18978,Oppression,139058
Q128518,P136,Q1433443,Gladiator (2000 film),18978,Sword-and-sandal,120152
Q128518,P136,Q1919632,Gladiator (2000 film),18978,,
Q128518,P136,Q188473,Gladiator (2000 film),18978,Action film,693793
Q128518,P136,Q130232,Gladiator (2000 film),18978,Drama (film and television),644576
Q128518,P136,Q319221,Gladiator (2000 film),18978,Adventure film,162301
Q128518,P136,Q652256,Gladiator (2000 film),18978,Epic film,356408
Q128518,P136,Q17013749,Gladiator (2000 film),18978,Historical film,20920
Q128518,P364,Q1860,Gladiator (2000 film),18978,English language,7240470
Q128518,P915,Q233,Gladiator (2000 film),18978,Malta,4036212
Q128518,P915,Q1028,Gladiator (2000 film),18978,Morocco,4910307
Q128518,P1040,Q1970454,Gladiator (2000 film),18978,Pietro Scalia,27632
Q128518,P1411,Q106291,Gladiator (2000 film),18978,Academy Award for Best Supporting Actor,894139
Q128518,P1411,Q103916,Gladiator (2000 film),18978,Academy Award for Best Actor,1843250
Q128518,P1411,Q103360,Gladiator (2000 film),18978,Academy Award for Best Director,523052
Q128518,P1411,Q131520,Gladiator (2000 film),18978,Academy Award for Best Cinematography,237719
Q128518,P1411,Q281939,Gladiator (2000 film),18978,Academy Award for Best Film Editing,121394
Q128518,P1411,Q41417,Gladiator (2000 film),18978,Academy Award for Best Original Screenplay,399469
Q128518,P1411,Q277536,Gladiator (2000 film),18978,Academy Award for Best Costume Design,123136
Q128518,P1411,Q102427,Gladiator (2000 film),18978,Academy Award for Best Picture,3020078
Q128518,P1411,Q277751,Gladiator (2000 film),18978,Academy Award for Best Production Design,146608
Q128518,P1411,Q488651,Gladiator (2000 film),18978,Academy Award for Best Original Score,396667
Q128518,P1411,Q830079,Gladiator (2000 film),18978,Academy Award for Best Sound,134791
Q128518,P1411,Q393686,Gladiator (2000 film),18978,Academy Award for Best Visual Effects,203507
Q128518,P1411,Q1377772,Gladiator (2000 film),18978,European Film Award for Best Non-European Film,1449
Q128518,P86,Q76364,Gladiator (2000 film),18978,Hans Zimmer,2018292
Q128518,P86,Q40580,Gladiator (2000 film),18978,Lisa Gerrard,198891
Q128518,P86,Q471537,Gladiator (2000 film),18978,Djivan Gasparyan,19255
Q128518,P750,Q192557,Gladiator (2000 film),18978,DreamWorks Pictures,795207
Q128518,P750,Q1329615,Gladiator (2000 film),18978,,
Q128518,P2554,Q710582,Gladiator (2000 film),18978,Arthur Max,6634
Q128518,P2747,Q23830578,Gladiator (2000 film),18978,,
Q128518,P2747,Q23830577,Gladiator (2000 film),18978,,
Q128518,P462,Q22006653,Gladiator (2000 film),18978,,
Q128518,P3306,Q27253945,Gladiator (2000 film),18978,,
Q128518,P3402,Q27915580,Gladiator (2000 film),18978,,
Q128518,P2061,Q21062414,Gladiator (2000 film),18978,,
Q128518,P1981,Q20644797,Gladiator (2000 film),18978,,
Q128518,P3650,Q28732986,Gladiator (2000 film),18978,,
Q128518,P4969,Q4655395,Gladiator (2000 film),18978,,
Q128518,P840,Q262,Gladiator (2000 film),18978,Algeria,2771365
Q128518,P840,Q220,Gladiator (2000 film),18978,Rome,3084997
Q128518,P5970,Q56887761,Gladiator (2000 film),18978,,
Q128518,P2758,Q23817729,Gladiator (2000 film),18978,,
Q128518,P2758,Q23817739,Gladiator (2000 film),18978,,
Q128518,P1431,Q3827956,Gladiator (2000 film),18978,Laurie MacDonald,41700
Q128518,P1431,Q1971768,Gladiator (2000 film),18978,Walter F. Parkes,61387
Q128518,P1431,Q56005,Gladiator (2000 film),18978,Ridley Scott,2984041
Q128518,P175,Q76364,Gladiator (2000 film),18978,Hans Zimmer,2018292
Q128518,P2408,Q8103,Gladiator (2000 film),18978,2nd century,71113
Q128518,P437,Q723685,Gladiator (2000 film),18978,Video on demand,808267
Q128518,P5021,Q4165246,Gladiator (2000 film),18978,Bechdel test,977842
Q128518,P5021,Q105776216,Gladiator (2000 film),18978,,
Q128518,P5021,Q105913295,Gladiator (2000 film),18978,,
Q128518,P1889,Q224087,Gladiator (2000 film),18978,Gladiator (disambiguation),22568
Q128518,P2756,Q23790279,Gladiator (2000 film),18978,,
Q128518,P674,Q64764989,Gladiator (2000 film),18978,,
Q128518,P674,Q1434,Gladiator (2000 film),18978,Commodus,1612462
Q128518,P674,Q242466,Gladiator (2000 film),18978,Lucilla,210827
Q128518,P674,Q1430,Gladiator (2000 film),18978,Marcus Aurelius,2771618
Q128518,P941,Q212499,Gladiator (2000 film),18978,Jean-Léon Gérôme,163541
Q128518,P941,Q112210346,Gladiator (2000 film),18978,,
Q128518,P138,Q482999,Gladiator (2000 film),18978,Gladiator,467927
Q128518,P156,Q115789958,Gladiator (2000 film),18978,Gladiator II,138
Q42759035,P31,Q11424,Joker (2019 film),18697,Film,2289880
Q42759035,P57,Q362824,Joker (2019 film),18697,Todd Phillips,608197
Q42759035,P144,Q217533,Joker (2019 film),18697,Joker (character),1014103
Q42759035,P495,Q30,Joker (2019 film),18697,United States,22053058
Q42759035,P364,Q1860,Joker (2019 film),18697,English language,7240470
Q42759035,P161,Q185140,Joker (2019 film),18697,Joaquin Phoenix,5182971
Q42759035,P161,Q26997611,Joker (2019 film),18697,Zazie Beetz,1444595
Q42759035,P161,Q36949,Joker (2019 film),18697,Robert De Niro,7142395
Q42759035,P161,Q233882,Joker (2019 film),18697,Frances Conroy,674619
Q42759035,P161,Q1139526,Joker (2019 film),18697,Bryan Callen,464877
Q42759035,P161,Q3288246,Joker (2019 film),18697,Marc Maron,906798
Q42759035,P161,Q3639959,Joker (2019 film),18697,Bill Camp,655628
Q42759035,P161,Q176277,Joker (2019 film),18697,Brett Cullen,228088
Q42759035,P161,Q15965642,Joker (2019 film),18697,Glenn Fleshler,208225
Q42759035,P161,Q5301604,Joker (2019 film),18697,Douglas Hodge,244300
Q42759035,P161,Q2050378,Joker (2019 film),18697,Josh Pais,141295
Q42759035,P161,Q3959303,Joker (2019 film),18697,Shea Whigham,1023911
Q42759035,P161,Q17411184,Joker (2019 film),18697,Hannah Gross,238525
